Id,SalePrice
1461,122276.47075847219
1462,161075.82120352503
1463,183820.2688914485
1464,187710.603130745
1465,194866.52658840903
1466,175577.4197261138
1467,167582.63252087758
1468,166917.81633283044
1469,185819.7943595515
1470,122556.36029183966
1471,197819.2782165721
1472,95425.59812336811
1473,96738.26853208858
1474,152145.1149568231
1475,134229.79997174747
1476,381794.0252064578
1477,264760.57471636875
1478,306006.5015611632
1479,281354.9167776096
1480,476180.64756524365
1481,331841.0833136788
1482,206838.92264849998
1483,171341.69926475594
1484,173828.6120294147
1485,175382.62175939904
1486,193307.7879478471
1487,339238.4818085691
1488,232844.60364633307
1489,206682.66540717718
1490,212716.73056031222
1491,190060.25229174184
1492,96425.65542439488
1493,163033.78354229793
1494,299484.8620182301
1495,299619.98399496975
1496,229784.2336750959
1497,181598.808656838
1498,163870.17992561377
1499,164452.54918953404
1500,153915.159411614
1501,173691.4190655069
1502,160530.41463271296
1503,295486.11180851626
1504,234729.12626334684
1505,222342.25996522538
1506,189388.66610753755
1507,242463.60262793754
1508,200127.28694689609
1509,171654.71311556187
1510,145632.92779467182
1511,144525.82521700702
1512,172496.0534362242
1513,130608.8526911007
1514,154115.37210755888
1515,177870.37317522668
1516,150936.6478981973
1517,155991.2382748738
1518,129437.67722043455
1519,217192.96263459203
1520,136314.15207468838
1521,137923.60527042285
1522,164325.81577986607
1523,111262.09743799308
1524,127283.29702545605
1525,123190.83173319344
1526,120014.20298978088
1527,96351.1083452473
1528,126444.53373020915
1529,144516.98313413095
1530,170631.1884886163
1531,101739.22704199408
1532,102163.25053645941
1533,148311.10227428595
1534,116490.22733440193
1535,155114.17165988544
1536,116232.70735546917
1537,65386.06391958056
1538,168999.19556341937
1539,199870.02324783473
1540,96860.80327762244
1541,146012.30712750898
1542,134636.73104599607
1543,225946.3467229079
1544,81034.49523049104
1545,104898.257653677
1546,120790.24780008032
1547,129308.47638994407
1548,130992.88486804116
1549,109548.92317918646
1550,140206.81297032477
1551,114618.94665431946
1552,116744.1484818299
1553,147415.76082478746
1554,115041.84218517719
1555,172220.4508691541
1556,92201.59977931059
1557,111530.91529771365
1558,91871.62790709817
1559,91666.78139421939
1560,137064.9463233747
1561,127971.2686664129
1562,130527.83058680812
1563,120915.78677479518
1564,152473.83258473483
1565,146333.7029187283
1566,227891.03219502085
1567,71870.62853794519
1568,232069.4716585418
1569,136143.80510788952
1570,137048.3479615586
1571,124667.25214200102
1572,148457.2030405768
1573,246481.22734068302
1574,105823.07837819077
1575,220852.10823001162
1576,218920.41558420667
1577,197251.5562019789
1578,156793.47735507684
1579,139810.14754186067
1580,189875.26834622747
1581,147215.70460111843
1582,130680.20025940296
1583,314493.1662476931
1584,235005.18863162395
1585,143821.50940374128
1586,67585.2648567401
1587,98619.18943993672
1588,149331.96000181182
1589,95838.4834280099
1590,135853.08075001425
1591,102445.77143480087
1592,107788.23455588335
1593,123097.75246246248
1594,115651.95978909102
1595,113912.19124657178
1596,235099.84974724703
1597,190520.653247219
1598,197581.61736106488
1599,177113.59879586904
1600,176802.72149733908
1601,69507.72081872426
1602,106367.71894150438
1603,87090.58940968338
1604,274411.46563478746
1605,228375.2230371038
1606,162566.87662602516
1607,150976.70804658465
1608,211148.44802884283
1609,195170.43363279398
1610,158244.4130496129
1611,138712.10808572028
1612,157502.8717828269
1613,147288.49660754862
1614,124659.03291532469
1615,89355.84333105321
1616,75459.19612785922
1617,88827.98928992216
1618,125163.75689543194
1619,134664.9901816855
1620,134033.0452069484
1621,124934.8480681447
1622,135414.14628036993
1623,258307.49672471316
1624,203539.31641018952
1625,122746.76735549251
1626,160640.54034453118
1627,186252.85898750855
1628,273996.6086026548
1629,174101.5146740884
1630,365540.9849909071
1631,212067.27200886566
1632,250081.5662499017
1633,169931.07298991134
1634,182674.29723324842
1635,180736.1042181465
1636,151501.93001336054
1637,188306.42110661496
1638,200974.10479308976
1639,183159.97773736189
1640,259130.41728536144
1641,187279.47476090334
1642,222422.3043377411
1643,223060.76277893648
1644,226874.04896291316
1645,191954.23919785966
1646,154343.02895605672
1647,165846.0260928363
1648,131837.88949534722
1649,138178.88927467444
1650,114329.04002604661
1651,122635.64620204932
1652,97030.51774616224
1653,97584.08716635655
1654,148546.60913313032
1655,152245.35926742718
1656,144646.43169290954
1657,147552.96938986957
1658,145881.9436810625
1659,143098.32599179258
1660,149711.1431561034
1661,453557.1811914081
1662,397022.1203687884
1663,395176.4645706219
1664,426932.4295355001
1665,317795.7113835296
1666,342387.3572462112
1667,357544.8613089031
1668,340249.44968067156
1669,304214.22647073865
1670,357571.6376202024
1671,267558.36308038334
1672,456126.35781367874
1673,306445.47011087934
1674,249391.96999928597
1675,184329.27241172758
1676,184259.99141184438
1677,211268.74027542977
1678,443699.48703280394
1679,397191.66374596336
1680,326827.4317073066
1681,247807.41447229023
1682,314844.1713087087
1683,183612.89598969402
1684,171073.43298194435
1685,173693.06537282313
1686,175162.26395245714
1687,168927.11897855793
1688,185387.0736834394
1689,187134.70305297757
1690,186877.13863837768
1691,178025.65597197003
1692,262832.0115567607
1693,169674.79918736703
1694,180099.21760296178
1695,166836.63374466836
1696,268808.2341832073
1697,169911.77361978724
1698,360512.40277433937
1699,317428.37678474153
1700,253960.78548978662
1701,265597.83212322363
1702,255299.63363350273
1703,250775.3690884803
1704,288926.457689362
1705,221661.74087646636
1706,417187.76386698335
1707,213930.63147132334
1708,205463.01910789998
1709,274887.3907303854
1710,220340.2297531166
1711,252762.09343136693
1712,252131.60488066275
1713,265156.2754802834
1714,220748.9807196648
1715,200583.33140414394
1716,183104.2761121089
1717,175265.18356786747
1718,139284.2502444589
1719,205224.0863029248
1720,240433.11064411755
1721,170101.38180963974
1722,134257.34611451178
1723,156259.62842005875
1724,217935.7039889269
1725,238758.50004277227
1726,191459.67676098485
1727,163588.39180897275
1728,180339.32885300665
1729,167342.7735097782
1730,169788.59964732555
1731,121413.84261098644
1732,129820.99231836913
1733,121300.91189849585
1734,121727.31845898346
1735,136078.8302266581
1736,115027.22444661325
1737,330377.6332251654
1738,214456.55387066375
1739,266136.01863767015
1740,219791.73332664417
1741,186206.89814226158
1742,173194.76749201733
1743,170370.34929184057
1744,302615.0893562634
1745,222764.11589787898
1746,197165.43718682093
1747,231250.2975882575
1748,230533.78119974703
1749,156623.80817395836
1750,138336.35018525686
1751,243728.2965483202
1752,120288.97927084928
1753,138266.7394927497
1754,203391.52083413856
1755,164648.34992737343
1756,120073.10347771729
1757,121547.58989264826
1758,137542.41596675283
1759,165798.62264399877
