,Anfangswert 0,Anfangswert 2786,Anfangswert 5572,Anfangswert 8358
0,0.8043006234802318,0.6260278760455559,0.2520500035025183,0.8780721309594823
1,0.5734451385214934,0.011245869100093859,0.3673376897349959,0.723429510369898
2,0.5296094617806383,0.9952337336726502,0.6856531440280389,0.3760725543834275
3,0.9711840786039845,0.4460433935746557,0.21712615340948138,0.9882089132443086
4,0.44077922450378604,0.7411726485006522,0.37557681323960485,0.009980977978557364
5,0.9192104665562525,0.7975006531924022,0.07842685934156192,0.3593530654907232
6,0.20839143125340376,0.695278095547111,0.900889850687237,0.10650160582736151
7,0.3155058864504104,0.9508080752566471,0.2991439532488589,0.6474798312410722
8,0.5852719978429386,0.11482154345139879,0.8596883290447308,0.6045551146380612
9,0.09129462484270348,0.6530540324747572,0.04944100696593531,0.4458279814571149
10,0.3004846139810984,0.6446243380196403,0.9150664708577111,0.18550860369578032
11,0.4160874634981162,0.3027107743546371,0.7798365689814103,0.25696236360818187
12,0.22355727525427974,0.326102349441499,0.47948478208854867,0.6328672147355984
13,0.3737642904743558,0.039016598835587564,0.7802213458344353,0.5214260928332813
14,0.5750650162808606,0.623125805053861,0.602720949333162,0.5823160936124632
15,0.3321076389402156,0.4298382485285408,0.07002162374556076,0.7102049989625823
16,0.5514887669123718,0.13534860452637099,0.28288592258468315,0.4304232406429953
17,0.7340586381033074,0.484331890940667,0.16809291485697056,0.8518539387732758
18,0.8709421283565475,0.29270828934386417,0.12115948041901012,0.9496106714941576
19,0.15420123562216784,0.6288304170593629,0.7186621874570858,0.8084939578548086
20,0.30690474109724214,0.7447197134606551,0.8639464494772269,0.9831731854937986
21,0.5635899258777508,0.05586916767060766,0.8617464145645513,0.6676236614584933
22,0.1345227914862337,0.24998233700171152,0.796076625119896,0.3421709132380789
23,0.205020593479276,0.862121571786703,0.007959550246596349,0.15379752870649124
24,0.44333407888189025,0.5099929398857065,0.04046831512823707,0.5709436903707692
25,0.6742034563794742,0.0062505565583706,0.6834794180467736,0.3607082795351749
26,0.3464469402097171,0.4519024272449322,0.4583473033271737,0.46479217940941525
27,0.10503146797418611,0.7172909630462538,0.7261803708970558,0.7350697787478577
